Number,Lemma,PoS,reason,tikhonov_roots_raw,deterministic_roots,kuznetsova_homonym_candidates,notes,roots
710,анион,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,анион
711,анис,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,анис
712,аничков,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,аничков
714,анкетирование,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,анкет
718,аннексия,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,аннекс
719,аннигиляция,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,аннигиляц
720,аннотация,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,аннот
721,аннулирование,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,аннул
726,аномально,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,аномал
728,аномия,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,аном
731,анонимно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,аноним
732,анонимность,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,аноним
736,ансамблевый,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,ансамблев
737,ансамбль,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,ансамбль
738,антагонизм,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,антагон
740,антагонистический,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,антагонист
741,антарктический,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,антаркт
745,антиамериканизм,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,америк
748,антибиотик,s,lemma_level_conflict,био,,,Root-level mapping escalated био to lemma-level conflict,биот
750,антивирусный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,вирус
751,антивоенный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,во
753,антигенность,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,ген
756,антигитлеровский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,гитлеров
757,антиглобалист,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,глобал
759,антидемпинговый,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,демпингов
761,антидопинговый,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,допингов
762,антизападный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,запад
763,антиимпериалистический,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,империалист
768,антикоммунист,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,коммун
770,антиконституционный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,конституцион
772,антикоррозионный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,коррозион
773,антикоррупционный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,коррупцион
774,антикризисный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,кризис
775,антикрыло,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,крыло
779,антимонопольный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,антимон
783,антинациональный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,национал
786,антиоксидант,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,оксидант
787,антиоксидантный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,оксидант
788,антиохийский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,ох
789,антипартийный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,парт
791,антипод,s,lemma_level_conflict,под,,,Root-level mapping escalated под to lemma-level conflict,под
793,антипробуксовочный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,пробуксовоч
794,антирабический,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,раб
795,антирелигиозный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,религиоз
796,антироссийский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,росс
797,антирусский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,рус
798,антисанитария,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,санитар
799,антисанитарный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,санитар
803,антисептик,s,lemma_level_conflict,септ,,,Root-level mapping escalated септ to lemma-level conflict,септ
804,антисептический,a,lemma_level_conflict,септ,,,Root-level mapping escalated септ to lemma-level conflict,септ
805,антисоветский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,совет
806,антисоветчик,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,совет
808,антисоциальный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,социал
809,антисталинист,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,сталин
812,антитело,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,тело
813,антитеррор,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,террор
814,антитеррористический,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,террорист
820,антихрист,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,хр
821,антихристианский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,христиан
822,антицеллюлитный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,целлюлит
823,античастица,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,частица
826,антология,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,антолог
828,антоновский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,антонов
829,антракт,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,антракт
830,антрацит,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,антрацит
834,антресоли,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,антресоли
835,антропный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,антроп
840,антропоморфный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,антроп
842,анус,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,анус
843,анфас,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,анфас
844,анфилада,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,анфилад
845,анчар,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,анчар
846,анчоус,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,анчоус
848,анютин,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,анютин
855,апач,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,апач
856,апеллировать,v,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,апелл
857,апелляционный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,апелл
859,апельсин,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,апельсин
861,апеннинский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,апеннин
862,аперитив,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,аперитив
863,апертура,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,апертур
864,апикальный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,апик
868,апогей,s,lemma_level_conflict,"апо,гей",гей,,Root-level mapping escalated апо to lemma-level conflict,гей
876,апологет,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,аполог
878,апологетический,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,аполог
880,апоптоз,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,апоптоз
884,аппарат,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,аппарат
886,аппаратно-программный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,аппарат
889,аппаратурный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,аппарат
890,аппаратчик,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,аппарат
894,аппетитно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,аппетит
896,аппликация,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,апплик
897,аппроксимация,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,аппрокс
900,априори,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,априор
901,априорно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,априор
902,априорный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,априор
913,ара,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,ара
915,арабидопсис,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,араб
916,арабо-израильский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,"араб,израиль"
920,аральский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,арал
929,арбатский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,арбат
930,арбидол,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,арбидол
933,арбитражно-процессуальный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,"арбитраж,процессу"
935,арбовирус,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,арбовирус
939,аргентинец,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,аргентин
941,арго,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,арго
942,аргон,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,арго
946,аргументированно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,аргумент
948,аргументировать,v,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,аргумент
949,аргунский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,аргун
951,ареал,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,ареал
955,арендный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,аренд
957,арендодатель,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,аренд
967,ариец,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,ари
968,арий,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,арий
971,аристократизм,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,аристократ
975,аристократка,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,аристократ
976,аристотелевский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,аристотелев
978,арифметика,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,арифмет
979,арифметический,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,арифмет
980,арифмометр,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,арифмометр
982,арка,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,ар
984,аркадия,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,аркад
986,арктический,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,арктич
988,арлекино,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,арлекин
990,арманьяк,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,арманьяк
991,арматура,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,арматур
992,арматурный,a,lemma_level_conflict,арм,,,Root-level mapping escalated арм to lemma-level conflict,арматур
995,армирование,s,lemma_level_conflict,арм,,,Root-level mapping escalated арм to lemma-level conflict,армир
